param	prob	nSim	combination	correct_inference
rSC	0.261745115452931	11	covid	incorrect
rInfSC	0.261079040852575	11	covid	incorrect
data	0.80593196657744	11	covid	incorrect
alpha	0.288587921847247	110	covid	incorrect
beta	0.241407637655417	110	covid	incorrect
rSC	0.258259325044405	110	covid	incorrect
rInfSC	0.263032859680284	110	covid	incorrect
data	0.803699215076795	110	covid	incorrect
alpha	0.248179396092362	111	covid	incorrect
beta	0.24538188277087	111	covid	incorrect
rSC	0.25639431616341	111	covid	incorrect
rInfSC	0.263920959147425	111	covid	incorrect
data	0.806757725893403	111	covid	incorrect
alpha	0.302242451154529	112	covid	incorrect
beta	0.237255772646536	112	covid	incorrect
rSC	0.254418294849023	112	covid	incorrect
rInfSC	0.256505328596803	112	covid	incorrect
data	0.802359289956431	112	covid	incorrect
alpha	0.219738010657194	113	covid	incorrect
beta	0.239564831261101	113	covid	incorrect
rSC	0.262366785079929	113	covid	incorrect
rInfSC	0.266696269982238	113	covid	incorrect
data	0.807207567876174	113	covid	incorrect
alpha	0.202420071047957	114	covid	incorrect
beta	0.249777975133215	114	covid	incorrect
rSC	0.260768206039076	114	covid	incorrect
rInfSC	0.271070159857904	114	covid	incorrect
data	0.810644112070825	114	covid	incorrect
alpha	0.365697158081705	115	covid	incorrect
beta	0.227775310834814	115	covid	incorrect
rSC	0.245648312611012	115	covid	incorrect
rInfSC	0.249422735346359	115	covid	incorrect
data	0.80100459700053	115	covid	incorrect
alpha	0.250510657193606	116	covid	incorrect
beta	0.235923623445826	116	covid	incorrect
rSC	0.255306394316163	116	covid	incorrect
rInfSC	0.25936944937833	116	covid	incorrect
data	0.806829140206169	116	covid	incorrect
alpha	0.271958259325044	117	covid	incorrect
beta	0.237388987566607	117	covid	incorrect
rSC	0.258947602131439	117	covid	incorrect
rInfSC	0.257326820603908	117	covid	incorrect
data	0.803844159362315	117	covid	incorrect
alpha	0.232992895204263	118	covid	incorrect
beta	0.23392539964476	118	covid	incorrect
rSC	0.255572824156306	118	covid	incorrect
rInfSC	0.259258436944938	118	covid	incorrect
data	0.804647739046773	118	covid	incorrect
alpha	0.22098134991119	119	covid	incorrect
beta	0.24300621669627	119	covid	incorrect
rSC	0.258237122557726	119	covid	incorrect
rInfSC	0.256904973357016	119	covid	incorrect
data	0.805531978408461	119	covid	incorrect
alpha	0.201021314387211	12	covid	incorrect
beta	0.238476909413854	12	covid	incorrect
rSC	0.253285968028419	12	covid	incorrect
rInfSC	0.252175843694494	12	covid	incorrect
data	0.806226142554097	12	covid	incorrect
alpha	0.20104351687389	120	covid	incorrect
beta	0.25401865008881	120	covid	incorrect
rSC	0.265519538188277	120	covid	incorrect
rInfSC	0.273734458259325	120	covid	incorrect
data	0.809538743339254	120	covid	incorrect
alpha	0.255750444049734	121	covid	incorrect
beta	0.242628774422735	121	covid	incorrect
rSC	0.260590586145648	121	covid	incorrect
rInfSC	0.257371225577265	121	covid	incorrect
data	0.807101026357468	121	covid	incorrect
alpha	0.256771758436945	122	covid	incorrect
beta	0.240119893428064	122	covid	incorrect
rSC	0.256372113676732	122	covid	incorrect
rInfSC	0.26085701598579	122	covid	incorrect
data	0.805133245846344	122	covid	incorrect
alpha	0.227220248667851	123	covid	incorrect
beta	0.241007992895204	123	covid	incorrect
rSC	0.262366785079929	123	covid	incorrect
rInfSC	0.262011545293073	123	covid	incorrect
data	0.807265142095915	123	covid	incorrect
alpha	0.248023978685613	124	covid	incorrect
beta	0.245936944937833	124	covid	incorrect
rSC	0.26234458259325	124	covid	incorrect
rInfSC	0.262788632326821	124	covid	incorrect
data	0.806645709159076	124	covid	incorrect
alpha	0.205484014209591	125	covid	incorrect
beta	0.247357904085258	125	covid	incorrect
rSC	0.263188277087034	125	covid	incorrect
rInfSC	0.260790408525755	125	covid	incorrect
data	0.806824405826508	125	covid	incorrect
alpha	0.253796625222025	126	covid	incorrect
beta	0.233547957371226	126	covid	incorrect
rSC	0.252508880994671	126	covid	incorrect
rInfSC	0.249578152753108	126	covid	incorrect
data	0.804094512814007	126	covid	incorrect
alpha	0.235679396092362	127	covid	incorrect
beta	0.242806394316163	127	covid	incorrect
rSC	0.26503108348135	127	covid	incorrect
rInfSC	0.256083481349911	127	covid	incorrect
data	0.804252952151021	127	covid	incorrect
alpha	0.245071047957371	128	covid	incorrect
beta	0.240652753108348	128	covid	incorrect
rSC	0.256727353463588	128	covid	incorrect
rInfSC	0.257326820603908	128	covid	incorrect
data	0.805870931754581	128	covid	incorrect
alpha	0.19285079928952	129	covid	incorrect
beta	0.25164298401421	129	covid	incorrect
rSC	0.268294849023091	129	covid	incorrect
rInfSC	0.265652753108348	129	covid	incorrect
data	0.809155548811898	129	covid	incorrect
alpha	0.265142095914742	13	covid	incorrect
beta	0.240008880994671	13	covid	incorrect
rSC	0.257726465364121	13	covid	incorrect
rInfSC	0.264009769094139	13	covid	incorrect
data	0.80477298310097	13	covid	incorrect
alpha	0.310146536412078	130	covid	incorrect
beta	0.235723801065719	130	covid	incorrect
rSC	0.252864120781528	130	covid	incorrect
rInfSC	0.259058614564831	130	covid	incorrect
data	0.804084862002208	130	covid	incorrect
alpha	0.245603907637655	131	covid	incorrect
beta	0.247846358792185	131	covid	incorrect
rSC	0.256460923623446	131	covid	incorrect
rInfSC	0.259813499111901	131	covid	incorrect
data	0.806527019415906	131	covid	incorrect
alpha	0.238210479573712	132	covid	incorrect
beta	0.250777087033748	132	covid	incorrect
rSC	0.258237122557726	132	covid	incorrect
rInfSC	0.271158969804618	132	covid	incorrect
data	0.80767462249231	132	covid	incorrect
alpha	0.227930728241563	133	covid	incorrect
beta	0.230617229129663	133	covid	incorrect
rSC	0.253841030195382	133	covid	incorrect
rInfSC	0.248312611012433	133	covid	incorrect
data	0.80511021299651	133	covid	incorrect
alpha	0.223734458259325	134	covid	incorrect
beta	0.241185612788632	134	covid	incorrect
rSC	0.257837477797513	134	covid	incorrect
rInfSC	0.256793960923623	134	covid	incorrect
data	0.80637718780956	134	covid	incorrect
alpha	0.335301953818828	135	covid	incorrect
beta	0.233547957371226	135	covid	incorrect
rSC	0.24940053285968	135	covid	incorrect
rInfSC	0.252420071047957	135	covid	incorrect
data	0.80231577323142	135	covid	incorrect
alpha	0.240941385435169	136	covid	incorrect
beta	0.246203374777975	136	covid	incorrect
rSC	0.263765541740675	136	covid	incorrect
rInfSC	0.258814387211368	136	covid	incorrect
data	0.806994840565	136	covid	incorrect
alpha	0.246625222024867	137	covid	incorrect
beta	0.238610124333925	137	covid	incorrect
rSC	0.25759325044405	137	covid	incorrect
rInfSC	0.253552397868561	137	covid	incorrect
data	0.805897048738251	137	covid	incorrect
alpha	0.198579040852575	138	covid	incorrect
beta	0.246025754884547	138	covid	incorrect
rSC	0.267317939609236	138	covid	incorrect
rInfSC	0.256771758436945	138	covid	incorrect
data	0.807925215681299	138	covid	incorrect
alpha	0.269582593250444	139	covid	incorrect
beta	0.240319715808171	139	covid	incorrect
rSC	0.261367673179396	139	covid	incorrect
rInfSC	0.267806394316163	139	covid	incorrect
data	0.805993360028253	139	covid	incorrect
alpha	0.237144760213144	14	covid	incorrect
beta	0.237455595026643	14	covid	incorrect
rSC	0.253041740674956	14	covid	incorrect
rInfSC	0.254529307282416	14	covid	incorrect
data	0.805182915010291	14	covid	incorrect
alpha	0.275044404973357	140	covid	incorrect
beta	0.240097690941385	140	covid	incorrect
rSC	0.255150976909414	140	covid	incorrect
rInfSC	0.255639431616341	140	covid	incorrect
data	0.805196461441291	140	covid	incorrect
alpha	0.273823268206039	141	covid	incorrect
beta	0.235435168738899	141	covid	incorrect
rSC	0.253396980461812	141	covid	incorrect
rInfSC	0.256327708703375	141	covid	incorrect
data	0.806447626600537	141	covid	incorrect
alpha	0.2574378330373	142	covid	incorrect
beta	0.243849911190053	142	covid	incorrect
rSC	0.260657193605684	142	covid	incorrect
rInfSC	0.259880106571936	142	covid	incorrect
data	0.805662719672799	142	covid	incorrect
alpha	0.235657193605684	143	covid	incorrect
beta	0.238965364120782	143	covid	incorrect
rSC	0.258592362344583	143	covid	incorrect
rInfSC	0.258015097690941	143	covid	incorrect
data	0.80614078455298	143	covid	incorrect
alpha	0.275066607460036	144	covid	incorrect
beta	0.237078152753108	144	covid	incorrect
rSC	0.260390763765542	144	covid	incorrect
rInfSC	0.255683836589698	144	covid	incorrect
data	0.804338531799975	144	covid	incorrect
alpha	0.205839253996448	145	covid	incorrect
beta	0.246092362344583	145	covid	incorrect
rSC	0.255128774422735	145	covid	incorrect
rInfSC	0.263254884547069	145	covid	incorrect
data	0.80546006430498	145	covid	incorrect
alpha	0.239742451154529	146	covid	incorrect
beta	0.240519538188277	146	covid	incorrect
rSC	0.258903197158082	146	covid	incorrect
rInfSC	0.261589698046181	146	covid	incorrect
data	0.805832810171291	146	covid	incorrect
alpha	0.181283303730018	147	covid	incorrect
beta	0.253974245115453	147	covid	incorrect
rSC	0.266851687388988	147	covid	incorrect
rInfSC	0.273401420959147	147	covid	incorrect
data	0.812087588809947	147	covid	incorrect
alpha	0.260679396092362	148	covid	incorrect
beta	0.240253108348135	148	covid	incorrect
rSC	0.259635879218472	148	covid	incorrect
rInfSC	0.255261989342806	148	covid	incorrect
data	0.804941818364262	148	covid	incorrect
alpha	0.215541740674956	149	covid	incorrect
beta	0.242495559502664	149	covid	incorrect
rSC	0.259347246891652	149	covid	incorrect
rInfSC	0.256971580817052	149	covid	incorrect
data	0.807321726109713	149	covid	incorrect
alpha	0.217984014209591	15	covid	incorrect
beta	0.24047513321492	15	covid	incorrect
rSC	0.258303730017762	15	covid	incorrect
rInfSC	0.260590586145648	15	covid	incorrect
data	0.806067749811731	15	covid	incorrect
alpha	0.300821492007105	150	covid	incorrect
beta	0.237588809946714	150	covid	incorrect
rSC	0.258725577264654	150	covid	incorrect
rInfSC	0.253996447602131	150	covid	incorrect
data	0.804024068935443	150	covid	incorrect
alpha	0.260657193605684	151	covid	incorrect
beta	0.246114564831261	151	covid	incorrect
rSC	0.259924511545293	151	covid	incorrect
rInfSC	0.265785968028419	151	covid	incorrect
data	0.806588450140458	151	covid	incorrect
alpha	0.323290408525755	152	covid	incorrect
beta	0.233214920071048	152	covid	incorrect
rSC	0.252486678507993	152	covid	incorrect
rInfSC	0.254706927175844	152	covid	incorrect
data	0.802326141842172	152	covid	incorrect
alpha	0.252242451154529	153	covid	incorrect
beta	0.236922735346359	153	covid	incorrect
rSC	0.249755772646536	153	covid	incorrect
rInfSC	0.253774422735346	153	covid	incorrect
data	0.803337146213421	153	covid	incorrect
alpha	0.405994671403197	154	covid	incorrect
beta	0.225199822380107	154	covid	incorrect
rSC	0.245870337477798	154	covid	incorrect
rInfSC	0.25417406749556	154	covid	incorrect
data	0.799160504947983	154	covid	incorrect
alpha	0.298534635879218	155	covid	incorrect
beta	0.238010657193606	155	covid	incorrect
rSC	0.260546181172291	155	covid	incorrect
rInfSC	0.261434280639432	155	covid	incorrect
data	0.805361406566528	155	covid	incorrect
alpha	0.28436944937833	156	covid	incorrect
beta	0.243294849023091	156	covid	incorrect
rSC	0.259569271758437	156	covid	incorrect
rInfSC	0.258769982238011	156	covid	incorrect
data	0.805316457035286	156	covid	incorrect
alpha	0.224511545293073	157	covid	incorrect
beta	0.247557726465364	157	covid	incorrect
rSC	0.264231793960924	157	covid	incorrect
rInfSC	0.26294404973357	157	covid	incorrect
data	0.807039880814477	157	covid	incorrect
alpha	0.239009769094139	158	covid	incorrect
beta	0.242984014209591	158	covid	incorrect
rSC	0.264831261101243	158	covid	incorrect
rInfSC	0.264276198934281	158	covid	incorrect
data	0.806214916681355	158	covid	incorrect
alpha	0.245004440497336	159	covid	incorrect
beta	0.250532859680284	159	covid	incorrect
rSC	0.269471580817052	159	covid	incorrect
rInfSC	0.264942273534636	159	covid	incorrect
data	0.807788227566523	159	covid	incorrect
alpha	0.184480461811723	16	covid	incorrect
beta	0.253086145648313	16	covid	incorrect
rSC	0.272690941385435	16	covid	incorrect
rInfSC	0.270270870337478	16	covid	incorrect
data	0.810284466095497	16	covid	incorrect
alpha	0.267673179396092	160	covid	incorrect
beta	0.238010657193606	160	covid	incorrect
rSC	0.254396092362345	160	covid	incorrect
rInfSC	0.257859680284192	160	covid	incorrect
data	0.806670967622636	160	covid	incorrect
alpha	0.252131438721137	161	covid	incorrect
beta	0.23838809946714	161	covid	incorrect
rSC	0.254840142095915	161	covid	incorrect
rInfSC	0.25386323268206	161	covid	incorrect
data	0.804850455836866	161	covid	incorrect
alpha	0.199333925399645	162	covid	incorrect
beta	0.237189165186501	162	covid	incorrect
rSC	0.254240674955595	162	covid	incorrect
rInfSC	0.258126110124334	162	covid	incorrect
data	0.805575232624604	162	covid	incorrect
alpha	0.306039076376554	163	covid	incorrect
beta	0.234280639431616	163	covid	incorrect
rSC	0.247668738898757	163	covid	incorrect
rInfSC	0.252442273534636	163	covid	incorrect
data	0.801128538450636	163	covid	incorrect
alpha	0.295226465364121	164	covid	incorrect
beta	0.243317051509769	164	covid	incorrect
rSC	0.257038188277087	164	covid	incorrect
rInfSC	0.261056838365897	164	covid	incorrect
data	0.804575176730748	164	covid	incorrect
alpha	0.33095026642984	165	covid	incorrect
beta	0.234147424511545	165	covid	incorrect
rSC	0.255328596802842	165	covid	incorrect
rInfSC	0.251087921847247	165	covid	incorrect
data	0.802303999169943	165	covid	incorrect
alpha	0.23408081705151	166	covid	incorrect
beta	0.241119005328597	166	covid	incorrect
rSC	0.267029307282416	166	covid	incorrect
rInfSC	0.255706039076377	166	covid	incorrect
data	0.807911621703725	166	covid	incorrect
alpha	0.274200710479574	167	covid	incorrect
beta	0.240852575488455	167	covid	incorrect
rSC	0.25639431616341	167	covid	incorrect
rInfSC	0.249422735346359	167	covid	incorrect
data	0.803350235330887	167	covid	incorrect
alpha	0.275111012433393	168	covid	incorrect
beta	0.236323268206039	168	covid	incorrect
rSC	0.252508880994671	168	covid	incorrect
rInfSC	0.255439609236234	168	covid	incorrect
data	0.803600454566701	168	covid	incorrect
alpha	0.29658081705151	169	covid	incorrect
beta	0.234724689165186	169	covid	incorrect
rSC	0.256971580817052	169	covid	incorrect
rInfSC	0.250066607460036	169	covid	incorrect
data	0.803338850896545	169	covid	incorrect
alpha	0.217007104795737	17	covid	incorrect
beta	0.242517761989343	17	covid	incorrect
rSC	0.256416518650089	17	covid	incorrect
rInfSC	0.257082593250444	17	covid	incorrect
data	0.80675977776101	17	covid	incorrect
alpha	0.237300177619893	170	covid	incorrect
beta	0.250621669626998	170	covid	incorrect
rSC	0.263476909413854	170	covid	incorrect
rInfSC	0.273379218472469	170	covid	incorrect
data	0.806318986297894	170	covid	incorrect
alpha	0.242428952042629	171	covid	incorrect
beta	0.245048845470693	171	covid	incorrect
rSC	0.256016873889876	171	covid	incorrect
rInfSC	0.25803730017762	171	covid	incorrect
data	0.80618344393461	171	covid	incorrect
alpha	0.296669626998224	172	covid	incorrect
beta	0.233237122557726	172	covid	incorrect
rSC	0.251576376554174	172	covid	incorrect
rInfSC	0.25683836589698	172	covid	incorrect
data	0.802242268547577	172	covid	incorrect
alpha	0.190075488454707	173	covid	incorrect
beta	0.242695381882771	173	covid	incorrect
rSC	0.252575488454707	173	covid	incorrect
rInfSC	0.266718472468917	173	covid	incorrect
data	0.809157529731916	173	covid	incorrect
alpha	0.242007104795737	174	covid	incorrect
beta	0.239564831261101	174	covid	incorrect
rSC	0.264187388987567	174	covid	incorrect
rInfSC	0.254817939609236	174	covid	incorrect
data	0.804493523827346	174	covid	incorrect
alpha	0.199622557726465	175	covid	incorrect
beta	0.243272646536412	175	covid	incorrect
rSC	0.266119005328597	175	covid	incorrect
rInfSC	0.262189165186501	175	covid	incorrect
data	0.807771553101875	175	covid	incorrect
alpha	0.340963587921847	176	covid	incorrect
beta	0.239054174067496	176	covid	incorrect
rSC	0.259702486678508	176	covid	incorrect
rInfSC	0.255173179396092	176	covid	incorrect
data	0.802198046181172	176	covid	incorrect
alpha	0.290652753108348	177	covid	incorrect
beta	0.240763765541741	177	covid	incorrect
rSC	0.255994671403197	177	covid	incorrect
rInfSC	0.253285968028419	177	covid	incorrect
data	0.804623245836035	177	covid	incorrect
alpha	0.210368561278863	178	covid	incorrect
beta	0.24866785079929	178	covid	incorrect
rSC	0.269316163410302	178	covid	incorrect
rInfSC	0.269760213143872	178	covid	incorrect
data	0.808753800983201	178	covid	incorrect
alpha	0.269071936056838	179	covid	incorrect
beta	0.238232682060391	179	covid	incorrect
rSC	0.257815275310835	179	covid	incorrect
rInfSC	0.261123445825932	179	covid	incorrect
data	0.805707258061993	179	covid	incorrect
alpha	0.280639431616341	18	covid	incorrect
beta	0.244671403197158	18	covid	incorrect
rSC	0.255994671403197	18	covid	incorrect
rInfSC	0.250910301953819	18	covid	incorrect
data	0.805514214577848	18	covid	incorrect
alpha	0.216119005328597	180	covid	incorrect
beta	0.239476021314387	180	covid	incorrect
rSC	0.261833925399645	180	covid	incorrect
rInfSC	0.257748667850799	180	covid	incorrect
data	0.807396720859587	180	covid	incorrect
alpha	0.293516873889876	181	covid	incorrect
beta	0.239120781527531	181	covid	incorrect
rSC	0.257326820603908	181	covid	incorrect
rInfSC	0.260723801065719	181	covid	incorrect
data	0.805331725276415	181	covid	incorrect
alpha	0.203108348134991	182	covid	incorrect
beta	0.242317939609236	182	covid	incorrect
rSC	0.262100355239787	182	covid	incorrect
rInfSC	0.255439609236234	182	covid	incorrect
data	0.805192173175866	182	covid	incorrect
alpha	0.22186944937833	183	covid	incorrect
beta	0.238077264653641	183	covid	incorrect
rSC	0.25595026642984	183	covid	incorrect
rInfSC	0.264476021314387	183	covid	incorrect
data	0.806581682099907	183	covid	incorrect
alpha	0.281460923623446	184	covid	incorrect
beta	0.241119005328597	184	covid	incorrect
rSC	0.261434280639432	184	covid	incorrect
rInfSC	0.255395204262877	184	covid	incorrect
data	0.804566763533103	184	covid	incorrect
alpha	0.278463587921847	185	covid	incorrect
beta	0.236412078152753	185	covid	incorrect
rSC	0.259680284191829	185	covid	incorrect
rInfSC	0.258947602131439	185	covid	incorrect
data	0.80674689139504	185	covid	incorrect
alpha	0.281194493783304	186	covid	incorrect
beta	0.235590586145648	186	covid	incorrect
rSC	0.25148756660746	186	covid	incorrect
rInfSC	0.254795737122558	186	covid	incorrect
data	0.803861401483815	186	covid	incorrect
alpha	0.229684724689165	187	covid	incorrect
beta	0.238787744227353	187	covid	incorrect
rSC	0.259835701598579	187	covid	incorrect
rInfSC	0.261722912966252	187	covid	incorrect
data	0.807257336912643	187	covid	incorrect
